player_name,actual_wrc_plus,predicted_wrc_plus,residual
Jazz Chisholm Jr.,126,129.92025960434262,-3.9202596043426183
Willson Contreras,124,127.84960630958942,-3.8496063095894186
Spencer Steer,97,100.82135824284757,-3.821358242847566
Jackson Chourio,111,107.20391296535973,3.7960870346402658
Masyn Winn,91,94.72288685162243,-3.722886851622434
Lenyn Sosa,100,96.35519617984306,3.6448038201569375
Heliot Ramos,106,109.33630117073261,-3.336301170732611
Alejandro Kirk,116,119.25280665297774,-3.252806652977739
Kyle Schwarber,152,149.1463883886264,2.8536116113735943
Ben Rice,133,135.82720731050097,-2.8272073105009667
Jordan Beck,90,87.22627657590529,2.7737234240947117
Jake Cronenworth,117,119.74728685526026,-2.7472868552602563
Gleyber Torres,113,115.62097655718894,-2.620976557188939
Ian Happ,116,113.41951844661581,2.580481553384189
Ian Happ,116,113.41951844661581,2.580481553384189
Seiya Suzuki,123,120.50702074027659,2.4929792597234126
Randy Arozarena,120,117.79328048387161,2.2067195161283877
Fernando Tatis Jr.,131,133.19459937738375,-2.194599377383753
Cody Bellinger,125,122.82957238523355,2.170427614766453
Bobby Witt Jr.,130,132.12328531455796,-2.123285314557961
Junior Caminero,129,130.9959740859518,-1.9959740859517865
Eugenio Suárez,125,126.83417960416436,-1.8341796041643619
Jung Hoo Lee,107,108.81778098515348,-1.817780985153476
Kyle Tucker,136,137.67621194629868,-1.6762119462986789
Ketel Marte,145,143.3478974474134,1.652102552586598
Ketel Marte,145,143.3478974474134,1.652102552586598
Nico Hoerner,109,107.66775604566158,1.3322439543384235
Bryson Stott,100,101.31519193942435,-1.315191939424352
Dansby Swanson,99,100.27105835851137,-1.2710583585113682
Mike Trout,120,121.15123573063667,-1.151235730636671
Elly De La Cruz,109,107.86463766227963,1.135362337720366
Elly De La Cruz,109,107.86463766227963,1.135362337720366
Matt Chapman,118,116.92863150215588,1.0713684978441194
Alec Burleson,124,123.36065690855716,0.6393430914428393
Shohei Ohtani,172,172.499725001376,-0.4997250013759924
Andy Pages,113,113.16729855336041,-0.16729855336041055
Josh Jung,91,91.15317637838461,-0.1531763783846145
Jose Altuve,113,112.99830226037716,0.0016977396228412545
